0.828636,0.368761,0.88649,0.840023,0.879453,0.479669,0.608074,0.905696,0.798156,0.477657,0.465248
0.730467,0.755149,0.830025,0.469334,0.683379,0.592149,0.88517,0.863077,0.629541,0.455895,0.595006
0.679814,0.795034,0.726146,0.757409,0.591312,0.504847,0.485532,0.949511,0.487762,0.781348,0.804397
0.814831,0.688744,0.726564,0.793741,0.948087,0.336479,0.658925,0.675486,0.698305,0.633452,0.593074
0.779261,0.827916,0.71925,0.518048,0.785913,0.485188,0.758173,0.770593,0.477615,0.81161,0.650514
0.471458,0.794487,0.506791,0.739809,0.969018,0.762033,0.368688,0.774303,0.675151,0.832931,0.552832
0.403959,0.724276,0.573437,1,1,0.58216,0.680707,0.72382,0.555316,0.525539,0.706811
0.785507,0.818006,0.702393,0.880425,0.583982,0.507635,0.497592,0.922072,0.625597,0.750045,0.493722
0.728968,0.600568,0.63661,0.824073,0.780522,0.520601,0.483734,0.633343,0.650445,0.987695,0.674481
0.694084,0.756078,0.773862,0.700766,0.602881,0.562445,0.645899,0.84715,0.500941,0.839702,0.577111
0.662272,0.541331,0.573486,0.933463,0.694384,0.339163,0.771099,0.921739,0.624827,0.582366,0.868512
0.684407,0.866405,0.71781,0.658328,0.516726,0.567346,0.683472,0.821357,0.485762,0.791122,0.744367
0.728066,0.794595,0.677985,0.673352,0.88131,0.49239,0.703422,0.731169,0.538534,0.621756,0.692175
0.545469,0.674194,0.767647,0.727632,0.801683,0.473184,1,0.47242,0.768864,0.515028,0.720296
0.447311,0.697162,0.752292,0.588637,0.846293,0.695286,0.809657,0.595755,0.490719,0.723228,0.778777
0.864367,0.723202,0.659236,0.665201,0.61219,0.460572,0.673896,0.748448,0.502645,0.999244,0.656585
0.667406,0.533899,0.554124,0.808844,0.813678,0.519629,0.753959,0.857194,0.455039,0.998114,0.576307
0.515905,0.621493,0.561047,0.754464,0.932447,0.618582,0.531791,0.723025,0.679,0.68431,0.812351
0.635416,0.661985,0.710445,0.760321,0.746716,0.421257,0.897249,0.721635,0.543677,0.754952,0.654413
0.629918,0.594251,0.734544,0.749078,0.652265,0.55343,0.726619,0.970568,0.507644,0.706925,0.708487
0.72296,0.489454,0.892445,0.734465,0.678117,0.616419,0.610307,0.941025,0.510232,0.66404,0.649352
0.799878,0.821401,0.497813,0.754697,0.649938,0.647917,0.756739,0.649105,0.477926,0.855603,0.56438
0.613795,0.761945,0.682995,0.688405,0.772906,0.689576,0.585455,0.924857,0.559812,0.617339,0.532333
0.901981,0.710766,0.775181,0.675245,0.688322,0.501483,0.465304,1,0.636,0.695298,0.528544
0.970186,0.633302,0.465951,0.529384,0.741006,0.530963,0.731064,0.872973,0.697417,0.768704,0.570203
0.630741,0.766406,0.766868,0.826939,0.666703,0.520118,0.763689,0.689902,0.569637,0.620574,0.678414
0.650369,0.821867,0.859311,0.705988,0.803044,0.468648,0.578241,0.666263,0.611061,0.65402,0.672972
0.704294,0.769112,0.89771,0.78671,0.715215,0.592571,0.644732,0.48109,0.506686,0.607787,0.745212
0.496894,0.747266,0.997836,0.777461,0.666413,0.508742,0.445618,0.99191,0.415909,0.721256,0.801019
0.541407,0.870348,0.825773,0.598988,0.72059,0.724762,0.703477,0.595526,0.60494,0.768863,0.478881
0.829566,0.42859,0.780728,0.890384,0.868711,0.534094,0.52544,0.680316,0.494379,0.876454,0.618933
0.575334,0.870292,0.516307,0.694186,0.563653,0.594356,0.838854,0.745685,0.525614,0.798516,0.737745
0.646163,0.459375,0.897588,0.767892,0.946937,0.586183,0.536616,0.309772,0.700153,0.798034,0.792608
0.677264,0.814727,0.777724,0.636777,0.79391,0.387867,0.833551,0.83469,0.554707,0.63286,0.638144
0.581594,0.800632,0.997796,0.53806,0.615034,0.604578,0.558317,0.820715,0.548467,0.971885,0.465286
0.580738,0.931924,0.694496,0.741096,0.517159,0.610046,0.519168,0.773156,0.671421,0.452287,0.932852
0.8074,0.679031,0.548129,0.610152,0.724594,0.679561,0.832071,0.504594,0.470607,0.745083,0.821688
0.575559,0.970408,0.550772,0.719182,0.683029,0.648464,0.503712,0.612775,0.676011,0.701007,0.762936
0.808162,0.716714,1,0.616452,0.806143,0.411032,0.469149,0.663086,0.615832,0.842016,0.619896
0.845848,0.607018,0.890531,0.694455,0.686469,0.673536,0.662195,0.654579,0.726071,0.620819,0.412944
0.706205,0.804971,0.908423,0.778713,0.753207,0.416111,0.825096,0.518855,0.439567,0.767269,0.633463
0.614903,0.683399,0.782995,0.749153,0.569923,0.567315,0.709722,0.727693,0.621272,0.653176,0.776318
0.875083,0.456363,0.788028,0.809831,0.741021,0.607721,0.568738,0.531877,0.651961,0.734635,0.691064
0.700153,0.82956,0.655725,0.716677,0.81903,0.362793,0.594323,0.837658,0.595515,1,0.491095
0.630052,0.695436,0.640814,0.580173,0.780009,0.499876,0.738813,0.775518,0.595772,0.859138,0.711068
0.500613,0.83702,0.59795,0.543004,0.746036,0.608398,0.682224,0.669339,0.793052,0.610606,0.82043
0.871055,0.678,0.666188,0.696905,0.720353,0.566734,0.635036,0.644408,0.669019,0.613286,0.683555
0.535329,0.574263,0.740724,0.872952,0.788642,0.369018,0.679936,0.717705,0.572058,0.898497,0.780411
0.737455,0.717133,0.677273,0.489401,0.689755,0.57006,0.598211,0.418962,1,0.418865,0.693315
0.770956,0.617372,0.792253,0.437199,0.530914,0.516423,0.528661,0.924745,0.538524,0.942454,0.909654
0.648497,0.568136,0.738814,0.78228,0.723621,0.467978,0.6259,0.863208,0.65824,0.655409,0.77189
0.644096,0.55334,0.831733,0.596683,0.788518,0.593407,0.529035,0.809748,0.666195,0.867374,0.585779
