0.419817,0.601368,0.765736,0.507246,0.861334,0.523023,0.785409,0.682825,0.93076,0.53336,0.553579
0.509613,0.615546,0.747734,0.669122,0.552325,0.580298,0.784049,0.737106,0.615968,0.693935,0.546059
0.341952,0.793161,0.802155,0.568499,0.767196,0.654243,0.397726,0.662449,0.722198,0.828563,0.649749
0.356685,0.918464,0.764999,0.706677,0.722025,0.599748,0.565474,0.402829,0.792345,0.56332,0.858013
0.459375,0.595111,0.709918,0.653484,0.844266,0.38218,0.751191,0.54236,0.91739,0.631737,0.715296
0.464734,0.658439,0.715464,0.771233,0.843421,0.601744,0.625062,0.482267,0.592837,0.636967,0.757321
0.288985,0.800363,0.725793,0.860118,0.593371,0.730956,0.701663,0.749676,0.707421,0.450712,0.568942
0.426592,0.870331,0.692841,0.602096,0.847801,0.553017,0.596899,0.498873,0.54692,0.81004,0.754691
0.493265,0.582263,0.734842,0.441254,0.893854,0.560804,0.675733,0.58627,0.918835,0.553949,0.670491
0.41813,0.826518,0.800631,0.451482,0.358228,0.608033,0.770328,0.767841,0.55409,0.527645,1
0.403892,0.706423,0.805777,0.749755,0.481811,0.663167,0.370998,0.665198,0.712964,0.742844,0.77427
0.447471,0.772586,0.940414,0.706312,0.586422,0.4309,0.690539,0.537971,0.591834,0.832152,0.624199
0.414315,0.745128,0.604135,0.484381,0.815704,0.518749,0.670188,0.646398,0.894262,0.53562,0.833819
0.28504,0.684908,0.677159,0.65999,0.762714,0.451291,0.822316,0.818069,0.702221,0.58536,0.720649
0.329504,0.9097,0.753563,0.620896,0.627069,0.754525,0.775861,0.66459,0.617379,0.551328,0.54105
0.335675,0.719493,0.633567,0.819376,0.622789,0.514044,0.734363,0.676407,0.588804,0.893085,0.643581
0.255557,0.805288,0.731842,0.663348,0.839529,0.358829,0.855815,0.621713,0.712478,0.630842,0.776968
0.398918,0.601089,0.724818,0.493126,0.745014,0.621825,0.727327,0.639431,0.434726,0.769264,0.926759
0.334142,0.610096,0.668025,0.722702,0.756714,0.798371,0.855541,0.696932,0.534252,0.549429,0.57336
0.258315,0.38697,0.898467,0.756066,0.894467,0.629984,0.517656,0.414094,0.970908,0.788267,0.745664
0.383217,0.626616,0.501527,0.611108,0.711209,0.70784,0.811949,0.707741,0.675792,0.642563,0.726219
0.396543,0.721916,0.729477,0.564232,0.670085,0.680182,0.590655,0.818101,0.547064,0.489834,0.872984
0.373002,0.870182,0.557949,0.782906,0.66326,0.497696,0.733311,0.546022,0.844504,0.608624,0.708335
0.44251,0.558549,0.799332,0.713202,0.635291,0.628542,0.810148,0.566035,0.769337,0.609705,0.642927
0.457694,0.772534,0.761378,0.543988,0.791922,0.561066,0.728989,0.367898,0.832064,0.628058,0.748432
0.395168,0.799373,1,0.78126,1,0.572281,0.511468,0.64492,0.510827,0.297845,0.651219
0.383104,0.666532,0.60496,0.612525,0.724231,0.598308,0.614262,0.667537,0.903282,0.558017,0.800484
0.297921,0.639971,0.664565,0.874511,0.601807,0.665241,0.638232,0.701075,0.574276,0.634936,0.841499
0.518626,0.809072,0.716047,0.58872,0.794633,0.564361,0.556743,0.556007,0.839231,0.513776,0.705275
0.496475,0.779406,0.83391,0.681475,0.690077,0.733809,0.664416,0.428406,0.612861,0.443179,0.761644
0.397663,0.375488,0.666277,0.943445,0.82307,0.670309,0.602684,0.637835,0.664489,0.679686,0.631488
0.400434,0.685044,0.824651,0.476117,0.533993,0.656704,0.624867,0.68812,0.822634,0.674617,0.713829
0.381483,0.639201,0.774785,0.800751,0.554496,0.77885,0.4963,0.426182,0.852642,0.550576,0.90274
0.460778,0.867119,0.842589,0.791864,0.460065,0.540924,0.696908,0.571515,0.823577,0.580094,0.543347
