0.59315,0.142459,0.455564,0.526463,0.950548,0.912426,0.577805,0.696636
0.81127,0.142042,0.55781,0.752409,0.757769,0.656534,0.708521,0.508184
0.729412,0.140537,0.776762,0.604945,0.67733,0.693988,0.871559,0.427031
0.811646,0.109292,0.625401,0.648809,0.767452,0.799349,0.656942,0.567347
0.647385,0.14907,0.663074,0.518134,0.912087,0.566627,0.775301,0.593027
0.820875,0.13056,0.721014,0.799331,0.70307,0.507749,0.741761,0.498782
0.492918,1,0.083429,0.030752,0.016729,0.085927,0.017884,0.013453
0.735437,0.10528,0.542793,0.676937,0.782952,0.824684,0.64622,0.667102
0.820887,0.138601,0.551087,0.727559,0.8058,0.539883,0.699214,0.600948
0.571865,0.158291,0.927846,0.446169,0.984673,0.713179,0.51824,0.529706
0.580073,0.147483,0.588155,0.599781,0.85617,0.82806,0.696254,0.546988
0.843423,0.124638,0.618406,0.455443,0.802645,0.720377,0.724624,0.645509
0.89253,0.124966,0.783536,0.784864,0.768374,0.491934,0.643989,0.496257
0.894854,0.168915,0.596114,0.76473,0.503305,0.822887,0.545313,0.48423
1,0.151001,0.491577,0.724302,0.752141,0.719202,0.642779,0.428641
0.529668,0.141533,0.79757,0.793161,0.567118,0.427289,0.73501,0.759395
